Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Air India,29/06/2019,Kolkata,Mumbai,Evening,Night,2h 30m,2 stops,5838
Air India,10/02/2019,Mumbai,Kolkata,Evening,Morning,1h 45m,2 stops,7083
Air India,21/05/2019,Bangalore,Mumbai,Night,Afternoon,4h 15m,1 stop,9553
Air India,10/11/2019,Kolkata,Delhi,Night,Afternoon,2h 30m,non-stop,12416
Air India,12/10/2019,Delhi,Cochin,Afternoon,Evening,2h 30m,1 stop,8495
Air India,27/10/2019,Mumbai,Kolkata,Night,Evening,2h 30m,2 stops,5264
Air India,17/05/2019,Delhi,Hyderabad,Night,Morning,4h 15m,2 stops,4223
Air India,29/07/2019,Mumbai,Hyderabad,Night,Morning,2h 10m,non-stop,9354
Air India,20/08/2019,Bangalore,Mumbai,Afternoon,Morning,2h 10m,non-stop,5531
Air India,13/07/2019,Mumbai,Kolkata,Evening,Night,1h 45m,2 stops,13733
Air India,08/07/2019,Delhi,Hyderabad,Evening,Evening,2h 30m,non-stop,5789
Air India,14/08/2019,Chennai,Hyderabad,Night,Afternoon,2h 30m,1 stop,7868
Air India,09/12/2019,Mumbai,Delhi,Night,Evening,2h 30m,2 stops,13699
Air India,17/06/2019,Bangalore,Hyderabad,Afternoon,Evening,2h 10m,1 stop,3263
Air India,18/06/2019,Delhi,Cochin,Afternoon,Evening,3h,1 stop,5746
Air India,08/04/2019,Kolkata,Delhi,Morning,Afternoon,1h 45m,non-stop,5090
Air India,02/03/2019,Delhi,Mumbai,Afternoon,Afternoon,4h 15m,non-stop,9648
Air India,27/01/2019,Chennai,Delhi,Morning,Morning,4h 15m,2 stops,5986
Air India,09/01/2019,Mumbai,Delhi,Afternoon,Night,1h 45m,non-stop,10714
Air India,31/08/2019,Kolkata,Cochin,Night,Morning,2h 30m,2 stops,14192
Air India,14/07/2019,Delhi,Kolkata,Evening,Morning,4h 15m,1 stop,8474
Air India,13/03/2019,Mumbai,Delhi,Afternoon,Evening,2h 10m,1 stop,8681
Air India,24/07/2019,Delhi,Hyderabad,Night,Afternoon,3h,non-stop,5998
Air India,20/02/2019,Mumbai,Delhi,Night,Evening,2h 10m,2 stops,12009
Air India,07/11/2019,Delhi,Kolkata,Morning,Night,2h 30m,1 stop,10495
Air India,03/01/2019,Bangalore,Kolkata,Evening,Night,4h 15m,2 stops,5808
Air India,09/07/2019,Mumbai,Delhi,Night,Afternoon,1h 45m,non-stop,4619
Air India,29/04/2019,Mumbai,Hyderabad,Evening,Afternoon,1h 45m,non-stop,6963
Air India,20/05/2019,Mumbai,Delhi,Morning,Evening,1h 45m,non-stop,7787
Air India,15/04/2019,Delhi,Cochin,Afternoon,Morning,4h 15m,1 stop,12379
Air India,20/05/2019,Chennai,Kolkata,Afternoon,Morning,1h 45m,1 stop,3556
Air India,15/04/2019,Kolkata,Mumbai,Night,Evening,2h 30m,2 stops,5968
Air India,22/09/2019,Chennai,Hyderabad,Evening,Morning,4h 15m,2 stops,10729
Air India,04/12/2019,Chennai,Cochin,Evening,Night,2h 30m,non-stop,9542
Air India,29/11/2019,Bangalore,Mumbai,Morning,Night,2h 30m,2 stops,5867
Air India,10/10/2019,Mumbai,Cochin,Morning,Evening,2h 10m,2 stops,14007
Air India,28/07/2019,Kolkata,Cochin,Evening,Evening,2h 30m,2 stops,13664
Air India,26/07/2019,Kolkata,Hyderabad,Morning,Morning,2h 10m,2 stops,13269
Air India,09/07/2019,Mumbai,Delhi,Evening,Afternoon,2h 30m,2 stops,4883
Air India,22/11/2019,Chennai,Cochin,Night,Evening,1h 45m,1 stop,5033
Air India,06/01/2019,Chennai,Delhi,Morning,Night,2h 10m,1 stop,6171
Air India,14/02/2019,Bangalore,Cochin,Evening,Morning,3h,2 stops,3242
Air India,08/10/2019,Delhi,Kolkata,Evening,Morning,4h 15m,1 stop,13582
Air India,08/04/2019,Delhi,Hyderabad,Evening,Afternoon,2h 10m,1 stop,8090
Air India,28/03/2019,Bangalore,Cochin,Night,Evening,4h 15m,non-stop,7632
Air India,04/01/2019,Bangalore,Kolkata,Night,Evening,1h 45m,2 stops,4992
Air India,09/08/2019,Kolkata,Mumbai,Evening,Night,1h 45m,non-stop,13610
Air India,17/09/2019,Bangalore,Kolkata,Night,Morning,4h 15m,1 stop,10905
Air India,30/05/2019,Kolkata,Hyderabad,Morning,Evening,2h 30m,non-stop,3884
Air India,17/10/2019,Kolkata,Mumbai,Morning,Evening,3h,1 stop,4677
Air India,13/08/2019,Chennai,Cochin,Evening,Evening,1h 45m,non-stop,4178
Air India,31/05/2019,Kolkata,Delhi,Night,Night,2h 10m,1 stop,6776
Air India,03/12/2019,Mumbai,Cochin,Night,Afternoon,2h 30m,2 stops,3185
Air India,05/12/2019,Chennai,Hyderabad,Morning,Afternoon,4h 15m,1 stop,11740
Air India,25/02/2019,Delhi,Kolkata,Morning,Morning,4h 15m,non-stop,13664
Air India,15/11/2019,Delhi,Kolkata,Afternoon,Evening,1h 45m,2 stops,9892
Air India,27/04/2019,Delhi,Cochin,Afternoon,Evening,2h 10m,1 stop,13702
Air India,05/01/2019,Mumbai,Cochin,Afternoon,Morning,1h 45m,1 stop,11958
Air India,03/05/2019,Bangalore,Delhi,Afternoon,Afternoon,3h,non-stop,11892
Air India,25/06/2019,Kolkata,Hyderabad,Afternoon,Night,2h 30m,non-stop,7314
Air India,27/08/2019,Chennai,Delhi,Evening,Evening,2h 10m,1 stop,12876
Air India,28/04/2019,Chennai,Kolkata,Night,Morning,4h 15m,1 stop,12929
Air India,06/05/2019,Chennai,Delhi,Evening,Evening,1h 45m,2 stops,12526
Air India,10/08/2019,Delhi,Cochin,Morning,Night,3h,1 stop,7631
Air India,25/01/2019,Chennai,Mumbai,Night,Night,4h 15m,1 stop,8237
Air India,03/01/2019,Bangalore,Delhi,Evening,Night,4h 15m,2 stops,12949
Air India,14/04/2019,Chennai,Delhi,Night,Afternoon,2h 30m,2 stops,3511
Air India,05/11/2019,Chennai,Kolkata,Morning,Morning,4h 15m,2 stops,3069
Air India,31/05/2019,Bangalore,Cochin,Afternoon,Evening,3h,1 stop,6039
Air India,13/04/2019,Delhi,Mumbai,Evening,Night,1h 45m,2 stops,5639
Air India,31/08/2019,Delhi,Kolkata,Night,Evening,4h 15m,1 stop,10415
Air India,17/04/2019,Chennai,Cochin,Night,Morning,2h 30m,1 stop,14903
Air India,06/07/2019,Bangalore,Kolkata,Night,Morning,3h,1 stop,12120
Air India,29/08/2019,Bangalore,Kolkata,Night,Evening,2h 30m,2 stops,11715
Air India,03/11/2019,Bangalore,Delhi,Night,Evening,4h 15m,2 stops,5387
Air India,14/11/2019,Kolkata,Mumbai,Evening,Evening,3h,non-stop,5834
Air India,10/11/2019,Kolkata,Delhi,Night,Night,3h,2 stops,8925
Air India,24/01/2019,Chennai,Hyderabad,Night,Night,3h,1 stop,6483
Air India,03/12/2019,Bangalore,Cochin,Afternoon,Afternoon,1h 45m,1 stop,7804
Air India,17/01/2019,Mumbai,Kolkata,Morning,Evening,2h 30m,2 stops,8135
Air India,04/10/2019,Mumbai,Delhi,Evening,Night,1h 45m,non-stop,14844
Air India,06/02/2019,Kolkata,Cochin,Evening,Evening,3h,2 stops,4217
Air India,02/05/2019,Chennai,Hyderabad,Afternoon,Night,4h 15m,non-stop,11587
Air India,14/08/2019,Mumbai,Kolkata,Morning,Morning,4h 15m,non-stop,5850
Air India,30/10/2019,Kolkata,Hyderabad,Morning,Afternoon,2h 10m,non-stop,5143
Air India,14/07/2019,Mumbai,Delhi,Evening,Night,2h 30m,2 stops,12342
Air India,25/05/2019,Delhi,Mumbai,Night,Evening,1h 45m,1 stop,10063
Air India,25/07/2019,Delhi,Cochin,Afternoon,Evening,2h 30m,non-stop,8140
Air India,15/11/2019,Delhi,Kolkata,Afternoon,Evening,4h 15m,1 stop,9326
Air India,17/07/2019,Delhi,Cochin,Night,Afternoon,2h 30m,2 stops,12355
Air India,21/02/2019,Delhi,Mumbai,Night,Morning,2h 30m,1 stop,8253
Air India,25/06/2019,Mumbai,Kolkata,Morning,Morning,4h 15m,2 stops,12334
Air India,27/12/2019,Chennai,Mumbai,Evening,Evening,4h 15m,non-stop,5293
Air India,30/09/2019,Chennai,Cochin,Morning,Evening,3h,2 stops,7392
Air India,17/02/2019,Delhi,Kolkata,Evening,Evening,2h 30m,1 stop,8614
Air India,13/04/2019,Delhi,Mumbai,Night,Evening,2h 10m,non-stop,5692
Air India,20/08/2019,Kolkata,Delhi,Morning,Night,1h 45m,2 stops,10670
Air India,10/08/2019,Bangalore,Delhi,Night,Morning,4h 15m,2 stops,8571
Air India,20/06/2019,Bangalore,Mumbai,Evening,Afternoon,2h 10m,1 stop,6271
Air India,12/09/2019,Chennai,Delhi,Night,Afternoon,3h,non-stop,10499
Air India,25/07/2019,Kolkata,Delhi,Evening,Evening,2h 30m,non-stop,7234
Air India,17/03/2019,Bangalore,Kolkata,Night,Morning,3h,1 stop,13062
Air India,26/02/2019,Bangalore,Hyderabad,Morning,Afternoon,3h,1 stop,10247
Air India,07/09/2019,Chennai,Hyderabad,Night,Morning,4h 15m,non-stop,9624
Air India,23/04/2019,Chennai,Delhi,Night,Morning,1h 45m,non-stop,7513
Air India,03/12/2019,Kolkata,Hyderabad,Afternoon,Morning,2h 10m,non-stop,3339
Air India,13/01/2019,Mumbai,Kolkata,Evening,Afternoon,3h,1 stop,6707
Air India,03/06/2019,Mumbai,Delhi,Evening,Night,4h 15m,non-stop,5965
Air India,21/07/2019,Delhi,Mumbai,Evening,Evening,3h,2 stops,4127
Air India,28/01/2019,Bangalore,Hyderabad,Night,Afternoon,3h,1 stop,3930
Air India,15/06/2019,Bangalore,Cochin,Night,Morning,4h 15m,1 stop,4672
Air India,03/12/2019,Chennai,Hyderabad,Evening,Afternoon,3h,1 stop,4990
Air India,24/10/2019,Chennai,Mumbai,Morning,Afternoon,2h 10m,2 stops,4269
Air India,29/05/2019,Mumbai,Delhi,Afternoon,Afternoon,4h 15m,non-stop,6803
Air India,12/06/2019,Chennai,Cochin,Afternoon,Night,4h 15m,2 stops,10978
Air India,03/07/2019,Chennai,Cochin,Evening,Afternoon,2h 30m,non-stop,10009
Air India,31/03/2019,Bangalore,Hyderabad,Evening,Afternoon,1h 45m,1 stop,5382
Air India,20/10/2019,Bangalore,Mumbai,Afternoon,Afternoon,2h 30m,1 stop,4545
Air India,16/01/2019,Mumbai,Delhi,Evening,Night,1h 45m,1 stop,6357
Air India,24/11/2019,Delhi,Hyderabad,Morning,Evening,3h,1 stop,3055
Air India,11/03/2019,Bangalore,Hyderabad,Morning,Evening,3h,2 stops,13166
Air India,23/09/2019,Bangalore,Kolkata,Night,Evening,2h 30m,2 stops,8932
Air India,14/02/2019,Bangalore,Kolkata,Morning,Night,3h,1 stop,11897
Air India,05/02/2019,Mumbai,Hyderabad,Evening,Afternoon,2h 30m,1 stop,4169
Air India,21/01/2019,Delhi,Kolkata,Morning,Afternoon,2h 10m,2 stops,5668
Air India,12/07/2019,Mumbai,Hyderabad,Afternoon,Morning,2h 30m,non-stop,13763
Air India,14/01/2019,Mumbai,Hyderabad,Evening,Afternoon,2h 10m,1 stop,9412
Air India,26/08/2019,Mumbai,Kolkata,Afternoon,Night,2h 10m,1 stop,14973
Air India,06/05/2019,Mumbai,Cochin,Night,Morning,3h,non-stop,8219
Air India,12/07/2019,Chennai,Hyderabad,Afternoon,Night,2h 30m,non-stop,11866
Air India,15/12/2019,Chennai,Mumbai,Morning,Night,4h 15m,non-stop,14848
Air India,21/08/2019,Mumbai,Kolkata,Night,Morning,2h 10m,2 stops,4605
Air India,08/12/2019,Chennai,Delhi,Afternoon,Night,1h 45m,non-stop,7314
Air India,21/08/2019,Chennai,Delhi,Evening,Morning,4h 15m,non-stop,10451
Air India,24/02/2019,Mumbai,Cochin,Morning,Afternoon,3h,2 stops,3546
Air India,12/01/2019,Delhi,Mumbai,Evening,Afternoon,4h 15m,2 stops,10068
Air India,14/11/2019,Mumbai,Hyderabad,Night,Morning,2h 10m,2 stops,11162
Air India,13/12/2019,Mumbai,Kolkata,Night,Afternoon,4h 15m,2 stops,3010
Air India,21/03/2019,Delhi,Kolkata,Evening,Evening,3h,2 stops,12185
Air India,24/07/2019,Bangalore,Delhi,Evening,Afternoon,3h,non-stop,7557
Air India,30/07/2019,Chennai,Hyderabad,Evening,Morning,2h 30m,non-stop,3652
Air India,14/08/2019,Bangalore,Hyderabad,Morning,Afternoon,1h 45m,1 stop,14705
Air India,05/02/2019,Bangalore,Delhi,Morning,Afternoon,2h 10m,1 stop,9391
Air India,09/12/2019,Delhi,Hyderabad,Evening,Night,4h 15m,non-stop,12940
Air India,03/06/2019,Mumbai,Cochin,Evening,Morning,3h,1 stop,3184
Air India,15/11/2019,Delhi,Hyderabad,Night,Morning,1h 45m,2 stops,7473
Air India,08/12/2019,Delhi,Cochin,Morning,Evening,2h 30m,non-stop,14124
Air India,01/12/2019,Chennai,Kolkata,Evening,Afternoon,2h 10m,2 stops,12505
Air India,10/08/2019,Bangalore,Kolkata,Evening,Evening,2h 10m,1 stop,5068
Air India,27/03/2019,Bangalore,Kolkata,Night,Evening,1h 45m,non-stop,7294
Air India,13/09/2019,Delhi,Cochin,Afternoon,Evening,3h,non-stop,10519
Air India,12/07/2019,Delhi,Cochin,Afternoon,Afternoon,3h,2 stops,7102
Air India,17/10/2019,Mumbai,Hyderabad,Morning,Morning,2h 10m,2 stops,3256
Air India,04/07/2019,Chennai,Cochin,Morning,Morning,4h 15m,non-stop,13031
Air India,30/07/2019,Chennai,Kolkata,Afternoon,Afternoon,2h 10m,non-stop,4196
Air India,24/06/2019,Chennai,Hyderabad,Evening,Evening,4h 15m,1 stop,3596
Air India,23/08/2019,Mumbai,Delhi,Afternoon,Morning,2h 10m,non-stop,6142
Air India,26/12/2019,Delhi,Cochin,Evening,Night,1h 45m,non-stop,6354
Air India,23/06/2019,Mumbai,Delhi,Evening,Night,3h,1 stop,3558
Air India,10/10/2019,Kolkata,Delhi,Night,Night,3h,1 stop,10100
Air India,28/01/2019,Bangalore,Hyderabad,Evening,Afternoon,3h,non-stop,12326
Air India,11/01/2019,Chennai,Cochin,Night,Morning,2h 10m,non-stop,9967
Air India,23/12/2019,Bangalore,Cochin,Morning,Afternoon,3h,non-stop,10335
Air India,14/10/2019,Chennai,Delhi,Evening,Night,1h 45m,non-stop,4203
Air India,05/03/2019,Bangalore,Kolkata,Morning,Morning,2h 30m,1 stop,13439
Air India,12/05/2019,Bangalore,Hyderabad,Afternoon,Afternoon,3h,1 stop,10079
Air India,05/02/2019,Chennai,Delhi,Morning,Night,4h 15m,non-stop,6355
Air India,04/01/2019,Delhi,Kolkata,Morning,Morning,3h,1 stop,10483
Air India,04/03/2019,Chennai,Delhi,Morning,Evening,3h,non-stop,9744
Air India,17/03/2019,Delhi,Hyderabad,Afternoon,Morning,2h 30m,non-stop,11654
Air India,13/02/2019,Delhi,Mumbai,Evening,Night,3h,2 stops,12384
Air India,11/07/2019,Chennai,Cochin,Evening,Morning,2h 30m,non-stop,10159
Air India,15/12/2019,Kolkata,Mumbai,Morning,Night,2h 30m,non-stop,11804
Air India,23/05/2019,Bangalore,Kolkata,Afternoon,Afternoon,4h 15m,2 stops,3560
Air India,22/03/2019,Mumbai,Hyderabad,Night,Night,2h 30m,1 stop,3266
Air India,08/07/2019,Delhi,Cochin,Afternoon,Night,1h 45m,non-stop,7447
Air India,24/06/2019,Mumbai,Kolkata,Afternoon,Morning,2h 30m,1 stop,11190
Air India,22/02/2019,Chennai,Delhi,Morning,Night,3h,1 stop,13251
Air India,18/03/2019,Kolkata,Delhi,Night,Evening,2h 30m,non-stop,13042
Air India,04/04/2019,Kolkata,Mumbai,Morning,Morning,4h 15m,non-stop,8849
Air India,09/05/2019,Chennai,Delhi,Morning,Night,2h 30m,1 stop,8630
Air India,07/10/2019,Delhi,Cochin,Afternoon,Evening,2h 10m,1 stop,4318
Air India,03/08/2019,Mumbai,Kolkata,Night,Afternoon,2h 30m,2 stops,10370
Air India,17/09/2019,Chennai,Cochin,Evening,Evening,1h 45m,1 stop,10309
Air India,01/10/2019,Mumbai,Delhi,Night,Afternoon,2h 10m,non-stop,11953
Air India,31/01/2019,Mumbai,Cochin,Night,Morning,4h 15m,non-stop,7298
Air India,20/09/2019,Delhi,Hyderabad,Afternoon,Afternoon,1h 45m,1 stop,10904
Air India,11/02/2019,Bangalore,Mumbai,Morning,Morning,2h 10m,1 stop,8343
Air India,20/11/2019,Bangalore,Hyderabad,Evening,Night,3h,1 stop,4619
Air India,21/10/2019,Kolkata,Mumbai,Morning,Morning,2h 10m,1 stop,7981
Air India,23/01/2019,Bangalore,Mumbai,Night,Afternoon,2h 30m,2 stops,10266
Air India,10/12/2019,Chennai,Delhi,Night,Afternoon,2h 30m,1 stop,5983
Air India,12/11/2019,Mumbai,Hyderabad,Evening,Afternoon,2h 30m,1 stop,9692
Air India,29/01/2019,Delhi,Mumbai,Morning,Evening,2h 10m,1 stop,14657
Air India,23/02/2019,Kolkata,Mumbai,Night,Night,2h 10m,2 stops,6067
Air India,28/02/2019,Chennai,Hyderabad,Morning,Morning,2h 10m,2 stops,6287
Air India,11/01/2019,Bangalore,Mumbai,Afternoon,Afternoon,2h 30m,1 stop,10923
Air India,02/07/2019,Bangalore,Delhi,Evening,Evening,1h 45m,non-stop,3878
Air India,06/08/2019,Chennai,Mumbai,Morning,Night,1h 45m,1 stop,10666
Air India,16/11/2019,Bangalore,Kolkata,Night,Afternoon,2h 10m,2 stops,9142
Air India,05/08/2019,Mumbai,Delhi,Afternoon,Night,4h 15m,non-stop,13066
Air India,25/11/2019,Mumbai,Kolkata,Afternoon,Morning,2h 30m,non-stop,6620
Air India,13/11/2019,Mumbai,Kolkata,Evening,Evening,2h 10m,2 stops,6791
Air India,28/04/2019,Bangalore,Cochin,Night,Evening,3h,2 stops,12676
Air India,10/08/2019,Kolkata,Mumbai,Afternoon,Night,2h 30m,non-stop,10019
Air India,01/01/2019,Delhi,Cochin,Afternoon,Night,2h 10m,non-stop,9922
Air India,09/04/2019,Mumbai,Delhi,Afternoon,Evening,3h,1 stop,11060
Air India,10/12/2019,Bangalore,Kolkata,Afternoon,Evening,1h 45m,2 stops,5133
Air India,02/01/2019,Chennai,Delhi,Morning,Morning,2h 30m,1 stop,14306
Air India,03/05/2019,Mumbai,Kolkata,Evening,Night,4h 15m,1 stop,5977
Air India,03/09/2019,Kolkata,Hyderabad,Afternoon,Night,4h 15m,non-stop,3081
Air India,16/06/2019,Kolkata,Mumbai,Night,Evening,2h 10m,non-stop,4280
Air India,01/10/2019,Delhi,Hyderabad,Afternoon,Morning,2h 30m,1 stop,13543
Air India,10/03/2019,Kolkata,Cochin,Afternoon,Afternoon,3h,1 stop,11651
Air India,19/04/2019,Mumbai,Hyderabad,Morning,Night,2h 30m,1 stop,10000
Air India,09/11/2019,Bangalore,Kolkata,Night,Night,4h 15m,1 stop,5500
Air India,05/02/2019,Mumbai,Cochin,Night,Morning,2h 30m,non-stop,11803
Air India,21/04/2019,Mumbai,Hyderabad,Morning,Night,4h 15m,1 stop,3248
Air India,24/06/2019,Kolkata,Mumbai,Afternoon,Evening,4h 15m,2 stops,3922
Air India,05/03/2019,Kolkata,Cochin,Evening,Night,3h,non-stop,11244
Air India,22/12/2019,Bangalore,Hyderabad,Afternoon,Night,3h,1 stop,9570
Air India,10/12/2019,Mumbai,Delhi,Evening,Afternoon,2h 30m,non-stop,13396
Air India,22/03/2019,Delhi,Kolkata,Night,Morning,4h 15m,non-stop,9948
Air India,25/11/2019,Chennai,Cochin,Afternoon,Morning,4h 15m,1 stop,14624
Air India,10/06/2019,Bangalore,Mumbai,Morning,Evening,3h,2 stops,12587
Air India,27/07/2019,Delhi,Kolkata,Morning,Evening,2h 30m,1 stop,11083
Air India,11/04/2019,Mumbai,Cochin,Morning,Morning,3h,1 stop,6264
Air India,09/12/2019,Chennai,Mumbai,Night,Night,3h,2 stops,10111
Air India,11/06/2019,Kolkata,Delhi,Morning,Morning,1h 45m,2 stops,4822
Air India,08/09/2019,Kolkata,Mumbai,Afternoon,Evening,4h 15m,1 stop,7823
Air India,12/10/2019,Chennai,Mumbai,Morning,Morning,4h 15m,2 stops,10131
Air India,21/04/2019,Bangalore,Cochin,Night,Morning,2h 10m,non-stop,3141
Air India,02/06/2019,Chennai,Mumbai,Afternoon,Night,2h 10m,2 stops,8501
Air India,29/08/2019,Bangalore,Kolkata,Afternoon,Afternoon,4h 15m,2 stops,11574
Air India,10/07/2019,Bangalore,Cochin,Morning,Night,4h 15m,1 stop,3255
Air India,28/05/2019,Mumbai,Kolkata,Morning,Night,2h 10m,non-stop,11684
Air India,26/08/2019,Chennai,Hyderabad,Evening,Afternoon,3h,2 stops,7583
Air India,12/09/2019,Chennai,Mumbai,Evening,Morning,3h,2 stops,3393
Air India,17/10/2019,Delhi,Kolkata,Morning,Afternoon,1h 45m,2 stops,7183
Air India,23/09/2019,Kolkata,Cochin,Evening,Evening,2h 10m,2 stops,6320
Air India,31/05/2019,Chennai,Cochin,Afternoon,Evening,2h 30m,1 stop,4061
Air India,26/04/2019,Mumbai,Hyderabad,Afternoon,Afternoon,3h,non-stop,5496
Air India,24/11/2019,Kolkata,Hyderabad,Morning,Evening,2h 10m,non-stop,6407
Air India,17/10/2019,Mumbai,Delhi,Afternoon,Night,2h 10m,1 stop,4188
Air India,31/12/2019,Kolkata,Mumbai,Morning,Morning,2h 10m,1 stop,14514
Air India,24/06/2019,Mumbai,Cochin,Morning,Afternoon,2h 30m,2 stops,3517
Air India,07/03/2019,Delhi,Hyderabad,Night,Afternoon,1h 45m,non-stop,6525
Air India,03/05/2019,Chennai,Hyderabad,Afternoon,Afternoon,4h 15m,2 stops,3774
Air India,28/11/2019,Chennai,Cochin,Morning,Afternoon,2h 30m,non-stop,3250
Air India,07/10/2019,Kolkata,Mumbai,Morning,Morning,2h 10m,non-stop,7210
Air India,18/07/2019,Delhi,Hyderabad,Evening,Afternoon,2h 10m,2 stops,8677
Air India,20/06/2019,Chennai,Hyderabad,Evening,Morning,1h 45m,1 stop,13097
Air India,15/03/2019,Mumbai,Kolkata,Evening,Night,2h 10m,1 stop,9253
Air India,14/05/2019,Bangalore,Delhi,Night,Afternoon,2h 30m,1 stop,4764
Air India,18/08/2019,Chennai,Hyderabad,Night,Night,1h 45m,2 stops,14674
Air India,30/08/2019,Kolkata,Delhi,Morning,Afternoon,2h 30m,2 stops,9439
Air India,14/06/2019,Chennai,Mumbai,Afternoon,Afternoon,4h 15m,2 stops,4417
Air India,21/06/2019,Bangalore,Cochin,Night,Evening,2h 10m,non-stop,13115
Air India,06/10/2019,Bangalore,Delhi,Night,Night,1h 45m,non-stop,14249
Air India,25/01/2019,Delhi,Hyderabad,Night,Night,4h 15m,1 stop,3542
Air India,24/05/2019,Bangalore,Hyderabad,Evening,Night,2h 30m,2 stops,14625
Air India,29/03/2019,Delhi,Kolkata,Afternoon,Evening,2h 10m,1 stop,10522
Air India,10/10/2019,Chennai,Hyderabad,Night,Morning,3h,non-stop,6127
Air India,15/09/2019,Chennai,Mumbai,Evening,Morning,4h 15m,2 stops,14256
Air India,09/03/2019,Bangalore,Mumbai,Night,Morning,4h 15m,1 stop,9496
Air India,06/09/2019,Delhi,Mumbai,Evening,Morning,1h 45m,2 stops,9554
Air India,14/09/2019,Bangalore,Kolkata,Night,Evening,2h 30m,2 stops,11746
Air India,20/11/2019,Delhi,Kolkata,Afternoon,Morning,4h 15m,1 stop,10238
Air India,22/01/2019,Delhi,Kolkata,Afternoon,Afternoon,3h,non-stop,12331
Air India,15/10/2019,Delhi,Hyderabad,Evening,Night,3h,2 stops,5304
Air India,03/07/2019,Delhi,Hyderabad,Evening,Night,3h,2 stops,11171
Air India,22/06/2019,Bangalore,Kolkata,Night,Night,1h 45m,non-stop,5820
Air India,18/05/2019,Kolkata,Hyderabad,Evening,Night,2h 10m,non-stop,10227
Air India,07/04/2019,Mumbai,Delhi,Afternoon,Afternoon,1h 45m,non-stop,3272
Air India,03/07/2019,Kolkata,Hyderabad,Morning,Evening,4h 15m,non-stop,3437
Air India,22/09/2019,Chennai,Kolkata,Night,Night,4h 15m,1 stop,14443
Air India,17/11/2019,Delhi,Hyderabad,Morning,Morning,2h 30m,2 stops,4811
Air India,18/08/2019,Chennai,Cochin,Night,Morning,2h 30m,non-stop,14920
Air India,22/11/2019,Delhi,Kolkata,Morning,Afternoon,1h 45m,non-stop,7697
Air India,19/11/2019,Mumbai,Cochin,Afternoon,Night,1h 45m,non-stop,4307
Air India,28/11/2019,Delhi,Kolkata,Evening,Morning,2h 10m,non-stop,4114
Air India,20/12/2019,Chennai,Kolkata,Morning,Morning,4h 15m,1 stop,7510
Air India,18/02/2019,Delhi,Hyderabad,Afternoon,Afternoon,2h 10m,1 stop,7815
Air India,31/01/2019,Chennai,Hyderabad,Night,Night,1h 45m,non-stop,6416
Air India,21/02/2019,Mumbai,Delhi,Night,Afternoon,4h 15m,non-stop,6901
Air India,08/12/2019,Delhi,Kolkata,Evening,Night,1h 45m,2 stops,10894
Air India,30/12/2019,Kolkata,Hyderabad,Morning,Night,2h 30m,1 stop,11003
Air India,08/06/2019,Delhi,Kolkata,Morning,Morning,4h 15m,2 stops,4969
Air India,09/06/2019,Mumbai,Delhi,Night,Morning,1h 45m,1 stop,11990
Air India,23/04/2019,Delhi,Cochin,Night,Evening,2h 30m,2 stops,9847
Air India,12/05/2019,Delhi,Hyderabad,Evening,Evening,4h 15m,non-stop,14698
Air India,27/09/2019,Bangalore,Cochin,Afternoon,Evening,3h,non-stop,5316
Air India,30/07/2019,Bangalore,Hyderabad,Evening,Afternoon,1h 45m,non-stop,5171
Air India,05/01/2019,Mumbai,Delhi,Afternoon,Morning,2h 30m,2 stops,6310
Air India,05/10/2019,Mumbai,Cochin,Night,Morning,2h 10m,2 stops,4583
Air India,19/02/2019,Mumbai,Hyderabad,Night,Afternoon,1h 45m,2 stops,5162
Air India,09/06/2019,Chennai,Mumbai,Afternoon,Morning,1h 45m,1 stop,13600
Air India,16/08/2019,Chennai,Kolkata,Evening,Evening,1h 45m,1 stop,4788
Air India,06/10/2019,Chennai,Cochin,Afternoon,Evening,2h 30m,1 stop,8676
Air India,18/07/2019,Bangalore,Delhi,Evening,Evening,4h 15m,non-stop,10737
Air India,27/09/2019,Bangalore,Kolkata,Night,Morning,2h 10m,1 stop,8081
Air India,04/02/2019,Delhi,Cochin,Afternoon,Night,1h 45m,2 stops,9272
Air India,31/07/2019,Bangalore,Kolkata,Afternoon,Afternoon,1h 45m,non-stop,6805
Air India,23/12/2019,Kolkata,Mumbai,Night,Evening,1h 45m,1 stop,3710
Air India,07/01/2019,Chennai,Mumbai,Afternoon,Night,4h 15m,non-stop,4987
Air India,01/04/2019,Mumbai,Delhi,Morning,Evening,4h 15m,1 stop,8654
Air India,24/04/2019,Delhi,Hyderabad,Night,Evening,2h 10m,2 stops,9431
Air India,12/02/2019,Kolkata,Cochin,Night,Morning,2h 30m,1 stop,8826
Air India,07/05/2019,Chennai,Kolkata,Night,Afternoon,3h,2 stops,11354
Air India,29/07/2019,Kolkata,Delhi,Night,Afternoon,1h 45m,1 stop,5402
Air India,31/08/2019,Kolkata,Hyderabad,Afternoon,Evening,1h 45m,non-stop,7369
Air India,05/04/2019,Mumbai,Delhi,Afternoon,Night,4h 15m,non-stop,13429
Air India,02/10/2019,Bangalore,Cochin,Morning,Night,3h,2 stops,11581
Air India,09/08/2019,Chennai,Mumbai,Afternoon,Evening,4h 15m,non-stop,8994
Air India,23/02/2019,Delhi,Cochin,Afternoon,Morning,2h 10m,1 stop,5269
